Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,x_dev,x_mon,PSI,Dev_BR,Mon_BR,Delta_BR,br_pvalue,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,score_shift_pvalue,Dev_EAD,Mon_EAD,Dev_Exposure_Pct,Mon_Exposure_Pct,Exposure_Drift,mean_feature_psi,mean_shap_shift,Calibration_Drift,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,feature_drift_details,Top_SHAP_Feature,Top_SHAP_PSI,Tree_Idx,Leaf_ID,Segment_Definition,BadRate_pvalue_adj,ScoreShift_pvalue_adj,Statistically_Significant,Business_Impact_Score,SIS_Raw,DIS_Raw,DIS_Symmetric,Confidence_Score,PSI_Interpretation,Severity_Score,Portfolio_Impact_Score,Drift_Explanation,Rank,Technique
241,1201,0.0482,0.2402,35,360,0.3083736746091511,0.14522821576763487,0.2997502081598668,0.15452199239223194,9.160512803862986e-07,0.7108183079056866,0.6838172149557405,-0.027001092949946015,0.4216366158113731,0.3676344299114811,-0.05400218589989203,0.322746185852982,0.27697516184436516,-0.04577102400861682,1.5478109076876968e-09,43356033.6,218291730.86,0.05553509104250949,0.2636351283879083,0.20810003734539884,0.13566295259275105,0.014311670196459153,0.44837109854184953,dti,0.30907340782974946,0.749609,"[{""feature"": ""dti"", ""psi"": 0.30907340782974946}, {""feature"": ""region"", ""psi"": 0.1859518204891331}, {""feature"": ""bureau_score"", ""psi"": 0.1584670662890898}, {""feature"": ""employment_type"", ""psi"": 0.07740142217325277}, {""feature"": ""age"", ""psi"": 0.05968595412972313}, {""feature"": ""utilization"", ""psi"": 0.023398044645558037}]",shap_dti,0.38897660399265577,1,7,bureau_score < 642.5 AND dti >= 42.43 AND age >= 49.5,5.060092786895745e-06,3.043153649013099e-09,True,0.0863,0.00171,0.001552,0.001552,1.0,Population Share: Significant Drift,14.9922,0.012971,"Population shift (Dev 4.8% -> Mon 24.0%, PSI 0.3084) | Gini drop 0.0540 (Dev 0.4216 -> Mon 0.3676) | Significant bad-rate shift (Dev 14.52% -> Mon 29.98%, p_adj=0.0000)",1,Gradient Boosting
255,809,0.051,0.1618,54,371,0.12792251920652728,0.21176470588235294,0.45859085290482077,0.24682614702246783,2.2641888364205442e-12,0.7134696885940667,0.6680389912491229,-0.04543069734494376,0.42693937718813335,0.33607798249824583,-0.09086139468988752,0.38529574350469875,0.2535046585188741,-0.13179108498582465,3.322121457143526e-06,42066662.14,136001187.69,0.053883524801940995,0.16425125421061568,0.11036772940867468,0.20548848790831745,0.021145107734070145,0.6275809589743154,dti,0.4054852459598357,0.672274,"[{""feature"": ""dti"", ""psi"": 0.4054852459598357}, {""feature"": ""region"", ""psi"": 0.34265556169795086}, {""feature"": ""age"", ""psi"": 0.2747916781629973}, {""feature"": ""bureau_score"", ""psi"": 0.1508412204869211}, {""feature"": ""utilization"", ""psi"": 0.059157221142199665}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_dti,0.4601524759280524,33,6,employment_type = SelfEmployed AND dti < 70.08 AND bureau_score < 648.5,4.377431750413052e-11,5.004754402969468e-06,True,0.0324,0.001207,0.000997,0.000997,1.0,Population Share: Moderate Drift,13.4455,0.014701,"Population shift (Dev 5.1% -> Mon 16.2%, PSI 0.1279) | Gini drop 0.0909 (Dev 0.4269 -> Mon 0.3361) | KS drop 0.1318 (Dev 0.3853 -> Mon 0.2535) | Significant bad-rate shift (Dev 21.18% -> Mon 45.86%, p_adj=0.0000)",2,Gradient Boosting
490,1060,0.098,0.212,76,402,0.08796454274416421,0.15510204081632653,0.37924528301886795,0.22414324220254142,0.0,0.7120359776252225,0.6943474118767862,-0.017688565748436358,0.42407195525044505,0.38869482375357234,-0.035377131496872716,0.32971014492753625,0.3193379606526638,-0.010372184274872465,3.68473294668265e-15,78852381.75999999,178013068.45999998,0.10100264799038984,0.21498981190577562,0.11398716391538578,0.20552738125286585,0.020991452958541906,0.6915749473090812,dti,0.3110769927376668,0.497692,"[{""feature"": ""dti"", ""psi"": 0.3110769927376668}, {""feature"": ""age"", ""psi"": 0.30725547807415676}, {""feature"": ""bureau_score"", ""psi"": 0.3059028611185347}, {""feature"": ""region"", ""psi"": 0.2821777033032147}, {""feature"": ""utilization"", ""psi"": 0.02675125228362211}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_age,0.4092514303775543,39,6,employment_type = SelfEmployed AND dti >= 19.06 AND bureau_score >= 528.5,0.0,1.4992546326458073e-14,True,0.0512,0.000806,0.000523,0.000523,1.0,Population Share: Stable,9.9538,0.0075,"Significant bad-rate shift (Dev 15.51% -> Mon 37.92%, p_adj=0.0000)",3,Gradient Boosting
402,679,0.0804,0.1358,62,163,0.029038964757258,0.15422885572139303,0.24005891016200295,0.08583005444060993,0.0007808941857001539,0.7353415559772295,0.6944404812859657,-0.040901074691263806,0.470683111954459,0.3888809625719314,-0.08180214938252761,0.3975332068311196,0.3098872877728635,-0.08764591905825608,3.4163522021740897e-16,62480124.08,111002691.57,0.08003129186453277,0.13406008889190926,0.05402879702737649,0.18204400583618893,0.018375146054215908,0.03982863069750353,dti,0.33551038715623677,0.406933,"[{""feature"": ""dti"", ""psi"": 0.33551038715623677}, {""feature"": ""region"", ""psi"": 0.3163473575679275}, {""feature"": ""age"", ""psi"": 0.27649044775403947}, {""feature"": ""employment_type"", ""psi"": 0.13808008781446668}, {""feature"": ""utilization"", ""psi"": 0.025835754724462957}, {""feature"": ""bureau_score"", ""psi"": 0.0}]",shap_age,0.4267083195224724,37,4,dti < 70.08 AND bureau_score >= 637.5 AND bureau_score < 639.5,0.001811674510824357,1.5242186748161323e-15,True,0.0202,0.000745,0.000359,0.000359,1.0,Population Share: Stable,8.1387,0.011109,"Gini drop 0.0818 (Dev 0.4707 -> Mon 0.3889) | KS drop 0.0876 (Dev 0.3975 -> Mon 0.3099) | Significant bad-rate shift (Dev 15.42% -> Mon 24.01%, p_adj=0.0018) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",4,Gradient Boosting
666,1040,0.1332,0.208,109,257,0.03333733685530816,0.16366366366366367,0.24711538461538463,0.08345172095172096,4.19910180364802e-05,0.7579760512575561,0.7354855862168354,-0.02249046504072072,0.5159521025151121,0.4709711724336707,-0.04498093008144144,0.40656860968820513,0.35689829101877946,-0.04967031866942567,3.401792481464989e-11,101736062.47,167818278.05,0.13031453808029808,0.2026773671418835,0.07236282906158542,0.1344496050052181,0.01769736568299068,0.14903212051620085,bureau_score,0.31921505384845567,0.386507,"[{""feature"": ""bureau_score"", ""psi"": 0.31921505384845567}, {""feature"": ""age"", ""psi"": 0.31150032617855117}, {""feature"": ""dti"", ""psi"": 0.11264373001462746}, {""feature"": ""utilization"", ""psi"": 0.031767626528429196}, {""feature"": ""employment_type"", ""psi"": 0.03157089346124495}, {""feature"": ""region"", ""psi"": 0.0}]",shap_bureau_score,0.36100759255416326,48,7,region = East AND dti >= 42.35,0.00012818310769030798,8.769065063331973e-11,True,0.0455,0.000948,0.000387,0.000387,1.0,Population Share: Stable,7.7301,0.009356,"Significant bad-rate shift (Dev 16.37% -> Mon 24.71%, p_adj=0.0001)",5,Gradient Boosting
226,672,0.0452,0.1344,42,245,0.09720332203957704,0.18584070796460178,0.3645833333333333,0.17874262536873153,6.204116380637004e-07,0.6881469979296067,0.7187401424269941,0.03059314449738748,0.3762939958592133,0.43748028485398827,0.06118628899477496,0.3302277432712216,0.34613583138173304,0.01590808811051142,2.0212258889116534e-09,35413214.78,107968557.84,0.04536107073492172,0.1303957071386323,0.08503463640371059,0.2597971041323583,0.028895545371540945,0.34094382271935975,bureau_score,0.5789818789043019,0.35,"[{""feature"": ""bureau_score"", ""psi"": 0.5789818789043019}, {""feature"": ""age"", ""psi"": 0.4751862030068831}, {""feature"": ""region"", ""psi"": 0.16658702481997478}, {""feature"": ""dti"", ""psi"": 0.15527535249317964}, {""feature"": ""employment_type"", ""psi"": 0.13561081294977578}, {""feature"": ""utilization"", ""psi"": 0.0471413526200348}]",shap_bureau_score,0.6460216261749827,28,6,dti >= 64.92,3.787776316599434e-06,3.907703385229197e-09,True,0.0192,0.0,0.0,0.0,1.0,Population Share: Stable,7.0,0.008223,"Significant bad-rate shift (Dev 18.58% -> Mon 36.46%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",6,Gradient Boosting
302,781,0.0604,0.1562,49,239,0.0910241910901294,0.16225165562913907,0.3060179257362356,0.14376627010709653,1.5710380554256886e-06,0.7183189481326128,0.706568728867205,-0.011750219265407758,0.43663789626522553,0.41313745773441,-0.023500438530815515,0.38033395176252316,0.3303046210378422,-0.050029330724680965,1.0456208496573503e-19,51694176.99,134682396.85999998,0.06621548576130011,0.16265852512090576,0.09644303935960565,0.17981528673074887,0.02113145179525881,0.17467227594118073,dti,0.3726409561387594,0.30102,"[{""feature"": ""dti"", ""psi"": 0.3726409561387594}, {""feature"": ""bureau_score"", ""psi"": 0.36850933945012854}, {""feature"": ""employment_type"", ""psi"": 0.20266187368740948}, {""feature"": ""age"", ""psi"": 0.10974776043843669}, {""feature"": ""utilization"", ""psi"": 0.02533179066975895}, {""feature"": ""region"", ""psi"": 0.0}]",shap_region,0.5356279200324512,34,11,region = West AND age >= 39.5 AND utilization < 52,7.593350601224162e-06,8.663715611446616e-19,True,0.0283,0.000299,0.000216,0.000216,1.0,Population Share: Stable,6.0204,0.003671,"KS drop 0.0500 (Dev 0.3803 -> Mon 0.3303) | Significant bad-rate shift (Dev 16.23% -> Mon 30.60%, p_adj=0.0000)",7,Gradient Boosting
1218,632,0.2436,0.1264,162,106,0.07689211354321382,0.1330049261083744,0.16772151898734178,0.03471659287896739,0.04421674757409888,0.7765414562289561,0.7297689934715547,-0.046772462757401434,0.5530829124579122,0.4595379869431093,-0.09354492551480287,0.4429713804713805,0.364014635196212,-0.0789567452751685,3.748136581614518e-15,190692229.78,110062681.57,0.2442592059881474,0.13292482070717507,-0.11133438528097234,0.15682206316159808,0.01437265299688914,-0.11897677103560922,bureau_score,0.3852729123585255,0.289058,"[{""feature"": ""bureau_score"", ""psi"": 0.3852729123585255}, {""feature"": ""age"", ""psi"": 0.2632485489329831}, {""feature"": ""dti"", ""psi"": 0.2434586818989411}, {""feature"": ""employment_type"", ""psi"": 0.03251815960437224}, {""feature"": ""utilization"", ""psi"": 0.016434076174766568}, {""feature"": ""region"", ""psi"": 0.0}]",shap_age,0.5540807438105914,24,5,region = North AND age >= 28.5 AND dti < 56.82,0.05699047465106078,1.4992546326458073e-14,True,0.0197,0.000786,0.0,0.000843,1.0,Population Share: Stable,5.7812,0.011824,"Gini drop 0.0935 (Dev 0.5531 -> Mon 0.4595) | KS drop 0.0790 (Dev 0.4430 -> Mon 0.3640) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",8,Gradient Boosting
221,315,0.0442,0.063,46,62,0.0066629068213881456,0.2081447963800905,0.19682539682539682,-0.011319399554693688,0.7477515940164188,0.6967701863354037,0.7249139359938799,0.028143749658476214,0.3935403726708073,0.44982787198775975,0.05628749931695243,0.3527950310559006,0.38416422287390034,0.03136919181799974,1.576780664181797e-08,37978159.39,56498090.29,0.04864652885015263,0.06823383198527351,0.01958730313512088,0.24833777035349927,0.020966915655150947,-0.48483156599206056,bureau_score,0.5424407076505164,0.28863,"[{""feature"": ""bureau_score"", ""psi"": 0.5424407076505164}, {""feature"": ""age"", ""psi"": 0.5304810205966944}, {""feature"": ""dti"", ""psi"": 0.3652021406089804}, {""feature"": ""utilization"", ""psi"": 0.05190275326480423}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_age,0.7681013972201702,42,7,region = West AND employment_type = Business AND dti < 70.08,0.7676034062469432,2.8139470314628994e-08,True,0.0043,0.0,0.0,0.0,1.0,Population Share: Stable,5.7726,0.003546,"Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",9,Gradient Boosting
251,263,0.0502,0.0526,44,108,0.00011208262331035346,0.1752988047808765,0.41064638783269963,0.23534758305182313,5.088073962156159e-09,0.7121212121212122,0.7413381123058542,0.02921690018464207,0.4242424242424243,0.48267622461170845,0.05843380036928414,0.3482652613087396,0.3872759856630824,0.03901072435434283,2.8655697518909434e-13,36261231.980000004,37269253.45,0.04644730276532623,0.04501079532194353,-0.0014365074433827021,0.21137613451274864,0.026231853826771498,0.38704261950775953,bureau_score,0.4585709461292226,0.269911,"[{""feature"": ""bureau_score"", ""psi"": 0.4585709461292226}, {""feature"": ""dti"", ""psi"": 0.43768455419762725}, {""feature"": ""employment_type"", ""psi"": 0.18332866245278415}, {""feature"": ""age"", ""psi"": 0.11071600413528307}, {""feature"": ""utilization"", ""psi"": 0.07795664016157472}, {""feature"": ""region"", ""psi"": 0.0}]",shap_employment_type,0.6595482124846974,6,9,region = West AND age < 39.5,4.540127535462419e-08,9.303488279922224e-13,True,0.0024,0.0,0.0,0.0,1.0,Population Share: Stable,5.3982,0.003074,"Significant bad-rate shift (Dev 17.53% -> Mon 41.06%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",10,Gradient Boosting
